412,512
458,770
185,37
137,701
190,870
299,324
24,409
2,432
110,80
59,652
297,72
390,674
272,528
18,962
401,870
455,512
499,484
483,610
382,369
260,460
400,587
55,842
25,471
66,240
26,372
310,409
355,208
431,650
108,673
117,464
347,859
376,856
298,764
488,902
472,344
346,971
231,979
431,692
428,146
18,75
411,821
97,698
391,743
51,413
395,849
382,726
59,534
379,145
301,460
117,729
346,262
41,214
24,460
213,285
219,975
18,283
297,519
140,18
486,803
478,697
413,162
347,245
88,384
266,599
130,460
259,817
346,686
40,542
402,963
310,581
486,311
338,345
353,457
177,652
213,54
182,233
272,32
494,37
277,114
491,769
111,746
445,653
19,232
439,172
183,606
187,224
278,938
165,832
495,114
101,514
266,606
483,70
137,890
414,798
395,610
213,523
324,402
96,464
172,114
185,364
55,576
483,438
66,144
309,182
98,610
298,785
450,856
141,858
3,862
140,989
243,865
251,619
143,211
131,735
455,410
486,509
112,311
179,90
298,534
328,440
411,970
486,206
219,632
318,282
431,633
297,464
346,233
395,132
495,451
400,737
201,132
265,399
439,211
413,680
60,696
178,963
483,647
352,849
400,831
310,304
333,346
495,378
493,887
402,349
18,369
59,327
266,798
98,894
105,646
455,74
376,778
270,181
193,887
92,181
84,450
97,64
455,365
120,327
98,782
157,145
494,619
384,653
428,587
326,672
248,450
295,617
266,108
43,769
302,311
105,419
444,76
311,416
431,413
141,745
96,145
297,751
271,674
318,440
302,349
326,111
64,512
183,171
117,698
444,560
173,873
165,532
486,473
439,550
431,751
486,215
311,175
478,249
439,897
318,636
194,451
199,301
311,162
395,324
92,599
30,232
295,646
3,678
205,282
455,61
458,214
211,146
215,81
320,232
413,567
472,891
193,104
345,862
374,311
295,512
331,214
331,138
297,520
494,327
26,947
479,724
137,234
59,144
431,769
450,575
376,656
3,657
391,570
482,131
24,511
246,208
493,360
21,460
25,52
455,813
111,473
221,382
345,132
193,592
439,567
219,962
309,149
455,567
286,888
24,249
172,149
26,272
302,596
26,616
379,669
400,384
164,37
266,198
270,389
232,413
143,360
236,450
177,522
177,462
309,172
183,471
316,803
445,803
263,604
483,671
309,894
346,361
25,614
494,599
26,800
143,311
221,212
35,303
376,419
364,245
315,439
212,146
92,265
231,528
295,615
73,237
25,570
279,366
326,143
411,700
266,51
478,203
488,798
473,215
101,842
343,212
478,842
219,144
194,696
154,208
226,696
403,464
376,353
379,210
59,115
324,361
92,831
410,399
488,400
272,428
92,704
24,399
215,617
395,239
495,928
24,858
295,438
373,421
179,656
66,311
297,568
445,175
299,369
403,905
412,439
232,555
182,762
215,175
326,701
26,50
352,671
278,327
400,327
3,742
403,632
98,775
177,849
165,889
286,383
183,899
482,288
89,146
346,145
327,769
320,976
413,210
18,182
295,835
345,39
391,190
232,681
277,639
400,701
18,65
338,974
130,384
274,669
324,682
179,446
263,745
44,762
488,446
431,415
18,186
31,83
141,140
372,729
193,713
264,755
101,39
302,660
275,346
399,834
153,212
391,551
26,857
18,994
309,10
277,38
105,881
382,838
272,97
286,214
98,242
482,464
261,421
413,891
483,843
120,486
286,834
411,31
316,346
431,236
179,778
252,239
154,713
413,413
118,237
220,817
264,823
110,718
153,215
318,678
395,64
414,870
397,560
379,267
298,793
395,996
219,839
2,800
121,327
59,726
193,957
264,858
3,84
55,891
483,10
47,402
352,619
374,234
118,874
120,300
395,145
472,324
232,815
119,891
338,439
297,548
85,673
215,252
154,80
3,740
3,240
318,37
263,275
499,473
47,450
24,606
234,975
231,215
112,460
213,420
88,275
458,679
179,445
460,361
27,149
431,146
71,80
201,18
178,240
28,636
71,701
31,457
482,402
488,464
414,64
428,153
98,227
395,614
252,830
165,762
112,203
297,858
264,706
428,37
24,713
324,990
413,172
455,38
397,22
145,146
232,509
98,438
64,245
444,887
399,542
286,285
399,282
196,870
297,468
478,532
338,740
26,190
495,698
456,384
376,12
377,916
310,69
175,46
193,307
403,108
18,713
481,856
220,419
246,419
25,794
460,364
317,856
424,188
302,198
299,84
413,310
21,369
41,499
472,245
207,696
71,735
26,872
18,97
403,829
175,557
352,829
18,856
5,674
483,656
179,531
495,954
2,657
314,735
156,248
156,532
3,725
153,694
226,440
27,835
153,162
143,976
8,240
412,994
232,380
295,345
52,439
183,224
376,872
26,41
411,533
455,215
495,689
26,433
376,144
286,326
297,171
482,829
302,260
243,570
201,327
153,698
64,769
439,726
326,399
483,54
338,183
165,784
352,324
120,746
60,609
186,18
24,570
431,794
450,399
25,730
120,360
25,421
179,731
92,327
311,314
5,402
97,232
35,839
114,402
297,115
361,114
26,383
311,32
388,131
412,361
234,440
445,830
199,855
179,145
486,862
24,962
397,764
183,56
328,486
51,240
493,817
355,361
25,606
141,678
161,849
220,80
272,592
382,423
143,234
479,636
139,737
35,64
105,74
26,75
299,680
61,769
302,2
379,450
324,799
391,391
21,727
251,240
270,862
250,149
264,726
455,972
193,560
112,582
446,842
297,981
215,296
272,179
157,486
24,208
310,705
232,438
495,65
243,203
246,138
270,366
24,359
409,769
185,533
178,149
352,775
483,204
297,672
439,324
2,235
346,364
411,427
59,200
320,725
235,421
172,729
130,399
286,413
21,575
318,484
495,902
232,378
24,514
236,842
18,852
311,534
299,241
298,208
26,473
141,801
431,512
117,315
30,235
197,190
328,742
376,902
457,887
183,167
223,466
318,731
31,762
165,697
286,866
286,968
278,769
170,870
464,114
234,729
232,994
270,614
475,799
220,457
221,907
299,149
223,724
175,315
495,568
143,245
377,599
140,631
286,29
478,37
28,764
143,148
105,842
267,364
368,821
232,542
232,227
495,547
326,697
439,833
318,486
59,731
455,743
215,896
140,80
422,457
411,793
185,413
93,856
299,719
324,352
391,696
352,439
455,507
395,953
328,131
175,700
295,989
232,729
187,870
272,445
460,260
96,858
24,894
221,486
283,725
260,378
302,542
110,631
377,234
59,840
295,636
111,471
310,451
345,275
24,400
486,895
18,353
311,519
439,849
382,551
270,84
277,762
334,384
165,770
374,346
399,214
295,652
220,460
114,724
25,279
302,353
331,617
299,796
478,637
414,551
302,958
362,799
101,887
454,174
286,943
170,402
141,833
482,834
2,856
283,39
98,462
482,612
60,990
338,849
334,238
472,534
16,468
178,694
280,985
33,146
179,56
397,198
186,599
320,705
24,895
391,301
254,83
98,409
482,419
264,451
272,352
24,804
488,245
270,143
119,887
286,65
181,486
207,799
239,856
341,617
330,729
25,189
346,32
297,752
424,344
70,619
445,31
283,361
165,614
394,232
486,870
164,215
460,842
420,769
429,798
475,214
120,902
445,606
384,770
352,249
411,433
478,943
343,234
411,138
314,542
458,896
397,802
272,788
309,550
428,479
92,817
431,359
495,497
490,234
157,434
486,609
326,308
215,308
297,262
379,254
400,275
309,532
364,619
455,146
220,346
183,421
444,989
260,189
376,90
26,440
232,46
278,145
345,245
171,311
28,460
483,697
397,829
2,206
218,146
444,905
445,917
486,905
266,576
213,514
264,690
324,144
413,303
374,596
309,596
377,146
487,366
183,775
482,889
403,460
250,891
236,174
418,799
365,560
320,817
197,745
252,706
35,132
27,227
399,311
101,671
18,44
278,696
376,77
486,775
460,214
495,804
399,729
131,488
59,116
108,617
283,132
267,829
316,421
346,251
25,632
215,788
141,782
394,112
364,542
165,484
326,509
25,782
483,550
231,285
379,994
98,275
395,315
368,669
179,438
